Study Num,Study Title (O),Authors (O),Journal (O),Volume (O),Issue (O),Pages (O),Project URL,Descriptors (O),Number of Authors (O),Number of Authors (R),1st author (O),"Citation Count, 1st author (O)",Institution 1st author (O),Senior author (O),"Citation count, senior author (O)",Institution senior author (O),1st author (R),"Citation count, 1st author (R)",Institution 1st author (R),Senior author (R),"Citation count, senior author (R)",Institution senior author (R),"Citation count, paper (O)",Unnamed: 24,"Institution prestige, 1st author (O)","Institution prestige, senior author (O)","Institution prestige, 1st author (R)","Institution prestige, senior author (R)",Number of Studies (O),Discipline (O),Number of research sites (O),Secondary data (O),Methodology expertise required (O),Opportunity for expectancy bias (O),Opportunity for lack of diligence (O),Surprising result (O),Exciting result (O),Internal conceptual replications (O),Successful conceptual replications (O),Internal direct replications (O),Successful direct replications (O),Feasibility (O),Status (R),Completion (R),Secondary (R),Contact Researcher (R),Study claim date (R),Analysis completion date (R),Coder's email (R),Replicated study number (R),Test statistic (O),N (O),Reported P-value (O),Calculated P-value (O),# Tails (O),Type of analysis (O),Type of effect (O),Description of effect (O),Effect size (O),Actual Power (O),80% power,90% power,95% power,Collect materials from authors,Planned Sample,Planned Power,Original Author's Assessment,OSC reviewer (O),Test statistic (R),N (R),P-value (R),Direction (R),# Tails (R),Type of analysis (R),Type of effect (R),Replicate (R),Power (R),Effect Size (R),OSC reviewer (R),Notes (R),Project audit complete (R),R check location (R),Degree (R),Year of highest degree (R),Current position (R),Domain expertise (R),Method expertise (R),Total publications (R),Peer-reviewed articles (R),Citations (R),Implementation quality (R),Data collection quality (R),Replication similarity (R),Differences (R),Effect similarity (R),Findings similarity (R),Difficulty of implimentation (R),Surprise of outcome (R),Dummy,Number of Research sites (R),Secondary data (R),Area of expertise (R),T_N..O.,T_Test.Statistic..O.,T_TestComparison..O.,T_df1..O.,T_df2..O.,T_Test.value..O.,T_p.comparison..O.,T_pval..O.,T_pval.recalc..O.,T_pval_USE..O.,T_sign..O.,T_r..O.,T_N..R.,T_Test.Statistic..R.,T_Test.Comparison..R.,T_df1..R.,T_df2..R.,T_Test.value..R.,T_p.comparison..R.,T_pval..R.,T_pval.recalc..R.,T_pval_USE..R.,T_sign..R.,T_r..R.,T_Comparison.effects..R.O.,Type of analysis (O).1,Type of analysis (R).1,Unnamed: 130,T_sign_O,T_sign_R,T_O_larger,T_N_O_for_tables,T_N_R_for_tables,Meta-analytic estimate (Fz),O within CI R,Meta-analysis significant
121.0,The sunny side of fairness Preference for fairness activates reward circuitry and disregarding unfairness activates selfcontrol circuitry,"G Tabibnia, AB Satpute, MD Lieberman",PS,19.0,4.0,339-47,https://osf.io/94j6h/,"Adolescent, Adult, Affect, Cerebral Cortex [physiology], Conflict (Psychology), Female, Happiness, Humans, Male, Prefrontal Cortex [physiology], Reward, Social Control, Informal, Social Justice",3.0,3.0,Tabibnia,1246.0,UCLA,Lieberman,14419.0,UCLA,Beer,4341.0,University of Texas at Austin,Beer,4341.0,University of Texas at Austin,274.0,,5.16,5.16,4.15,4.15,2.0,Social,1.0,Collected themselves,Extreme expertise required,No opportunity for researcher expectations to influence results,Moderate opportunity for lack of diligence to affect the results,3.5,4.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,J Beer,8/18/14,12/29/14,J Cohoon,2,t(11) = 5.39,12,prep = .99,,2.0,dependent samples t-test,main effect,Accepting unfair offers increases right ventrolateral prefrontal cortex activation,d = 3.25,,6,7,8,Complete,25.0,0.99,1,F Cheung,z = 5.43,24.0,prep > .99,same,,GLM of neuroimaging data,main effect,yes,0.99,d = 2.22,J Matacotta,,1.0,https://osf.io/u5g9n/,PhD or equivalent,2002.0,Associate Professor (or equivalent),Moderate Expertise,High Expertise,62.0,37.0,4267.0,was about the same quality as the original study,was about the same as the average study,Moderately similar,"The proportion of offers was different than the original. In the original, the authors did not analyze all of their trials. The replication just included the trial types that were included in the analysis so there were no ""filler"" trials.",Somewhat similar,Somewhat similar,Slightly challenging,Results were exactly as anticipated,X,1.0,No data used was pre-existing,Social Neursocience,12.0,t,is,1.0,11.0,5.39,prep,0.99,0.00021998,0.00021998,,0.851679354,24.0,z,is,,,5.43,prep,0.99,2.82e-08,2.82e-08,,0.828997685,,dependent samples t-test,GLM of neuroimaging data,,1.0,1.0,1.0,11.0,24.0,,,
122.0,The representation of simple ensemble visual features outside the focus of attention,"GA Alvarez, A Oliva",PS,19.0,4.0,392-8,https://osf.io/dnaxe/,"Adolescent, Adult, Attention, Humans, Visual Perception",2.0,2.0,Alvarez,3554.0,MIT,Oliva,11460.0,MIT,Schlegelmilch,0.0,University of Erfurt,Schlegelmilch,0.0,University of Erfurt,134.0,,6.42,6.42,1.65,1.65,3.0,Cognitive,1.0,Collected themselves,Moderate expertise required,No opportunity for researcher expectations to influence results,No opportunity for lack of diligence to affect the results,3.17,3.5,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,R Schlegelmilch,7/17/14,12/29/14,J Cohoon,3,t(7) = 2.76,8,0.028,,2.0,dependent samples t-test,main effect,Reporting error on the location of missing distractors items was less when the targets were spatially distinct,dz = 0.976,,11,14,16,Unavailable,16.0,0.95,9,W Vanpaemel,t(16)= -9.59,17.0,0.0001,same,2.0,dependent samples t-test,main effect,yes,0.97,dz= -2.33,J Goss,,1.0,https://osf.io/xgdqy/,Master's degree or equivalent,2013.0,PhD student,Slight Expertise,Slight Expertise,1.0,1.0,0.0,was of slightly higher quality than the original study,was about the same as the average study,Extremely similar,"The experiment required to track moving dots on the screen from a constant viewing distance. In the replication we used a chin rest, which was not reported in the original article. The participants had to locate the center (centroid) of four dots. There may be differences in the instructions to the participants in what is meant by ""center of dots"", as well as the actual calculation of those centers. No information about these was given int he article, and it was not possible to correspond to the authors in general. To test the quality of the centroid localization, a baseline task (empirical chance/ guessing phase) was assessed for test in which condition localization was better. In the original article, there was information given about the trialdesign and the basic procedure of this baseline task, but no information was given of how many of those trials the participants had to solve. We decided for the same number of trials as in each of the experimental conditions, to have the same amount of observations per participant for each comparison between conditions. This may have driven accuracy in the baseline task and therefore the results.",Extremely similar,Moderately similar,Somewhat challenging,Results were somewhat surprising,X,1.0,No data used was pre-existing,Cognitive,8.0,t,is,1.0,7.0,2.76,is,0.028,0.02809598,0.02809598,,0.721890032,17.0,t,is,1.0,16.0,-9.59,is,0.0001,4.9e-08,4.9e-08,,0.922934494,,dependent samples t-test,paired sample t-test,,1.0,1.0,0.0,7.0,16.0,1.409362993,0.0,1.0
124.0,Loving those who justify inequality the effects of system threat on attraction to women who embody benevolent sexist ideals,"GP Lau, AC Kay, SJ Spencer",PS,19.0,1.0,20-Jan,https://osf.io/fxqsk/,"Adolescent, Adult, Canada, Cross-Cultural Comparison, Culture, Humans, Male, Politics, Prejudice, Rationalization, Social Change, Social Desirability, Socioeconomic Factors, Stereotyping",3.0,1.0,Lau,54.0,University of Waterloo,Spencer,11032.0,University of Waterloo,Stieger,1038.0,University of Konstanz,Stieger,1038.0,University of Konstanz,54.0,,2.98,2.98,2.09,2.09,1.0,Social,1.0,Collected themselves,Slight expertise required,No opportunity for researcher expectations to influence results,No opportunity for lack of diligence to affect the results,4.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,S Stieger,8/19/14,1-5-2015,J Cohoon,1,"F(1, 34) = 5.89",36,prep = .93,,,ANOVA,interaction,Male participants whose faith in the federal system was threatened showed greater romantic interest in women who embody benevolent sexist ideals than in women who do not embody these ideals,__p^2 = 0.147,,50,66,80,Complete,50.0,0.8,9,J Matacotta,"F(1, 68) = 0.08",70.0,0.79,opposite,,ANOVA,interaction,no,0.93,__p^2 = .001,E Baranaski,,1.0,https://osf.io/cwkzu/,PhD or equivalent,2006.0,Assistant Professor (or equivalent),Some Expertise,Moderate Expertise,84.0,78.0,1015.0,was of moderately higher quality than the original study,was better than the average study,Extremely similar,"We used exactly the same materials (i.e., instruction, stories, pictures) than in the original study except translating the texts from English into German.",Not at all similar,Not at all similar,Moderately challenging,Results were exactly as anticipated,X,1.0,No data used was pre-existing,Quantitative,36.0,F,is,1.0,34.0,5.89,prep,0.93,0.02067727,0.02067727,,0.384260399,70.0,F,is,1.0,68.0,0.08,is,0.79,0.778156632,0.778156632,,-0.034279559,,2x2 ANOVA,ANOVA,,1.0,0.0,1.0,34.0,68.0,0.110689718,0.0,0.0
127.0,A motion aftereffect from still photographs depicting motion,"J Winawer, AC Huk, L Boroditsky",PS,19.0,3.0,276-83,https://osf.io/mjasz/,"Attention, Cues, Figural Aftereffect, Humans, Imagination, Motion Perception, Orientation, Pattern Recognition, Visual, Photography, Psychophysics, Transfer (Psychology)",3.0,2.0,Winawer,2029.0,Stanford University,Boroditsky,5834.0,Stanford University,Levitan,378.0,Occidental College,Levitan,378.0,Occidental College,47.0,,6.54,6.54,2.12,2.12,3.0,Cognitive,1.0,Collected themselves,Slight expertise required,No opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,3.5,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,C Levitan,4/17/13,5/24/15,Lavine,3,t(28) = -4.978,29,0.00003,,2.0,paired sample t-test,main effect,Motion aftereffects were present following the presentation of a still photograph depicting motion,d = -.94,,12,15,18,Complete,32.0,0.99,9,P Whitehead,t(25)=-3.103,26.0,0.00471,same,,paired sample t-test,main effect,yes,0.99,d = -.62,,"original article statistic was recalulated, corresponds to their report t(28) = 4.98, p-value = 2.9e-5",1.0,https://osf.io/efu3h/,PhD or equivalent,2007.0,Assistant Professor (or equivalent),Some Expertise,Some Expertise,15.0,12.0,373.0,was about the same quality as the original study,was about the same as the average study,Extremely similar,none,Very similar,Very similar,Somewhat challenging,Results were exactly as anticipated,X,1.0,No data used was pre-existing,Cognitive,32.0,t,is,1.0,28.0,4.98,is,0.0,2.93e-05,2.93e-05,,0.685347348,26.0,t,is,1.0,25.0,-3.103,is,0.00471,0.004708112,0.004708112,,0.527307869,,paired sample t-test,paired sample t-test,,1.0,1.0,1.0,28.0,25.0,0.72020175,1.0,1.0
129.0,The threat of appearing prejudiced and racebased attentional biases,"JA Richeson, S Trawalter",PS,19.0,2.0,98-102,https://osf.io/c5fza/,"Adult, Anxiety [psychology], Arousal [physiology], Attention, Attitude, Bias (Epidemiology), Facial Expression, Female, Humans, Male, Prejudice",2.0,1.0,Richeson,4539.0,Northwestern University,Richeson,4539.0,Northwestern University,Lai,127.0,University of Virginia,Lai,127.0,University of Virginia,75.0,,4.42,4.42,4.36,4.36,1.0,Social,1.0,Some of both,Slight expertise required,Slight opportunity for researcher expectations to influence results,No opportunity for lack of diligence to affect the results,4.0,3.33,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,C Lai,1-1-2012,8/15/13,Calvin Lai,1,"F(1, 26) = 4.17",28,prep = .92,,,mixed ANOVA,interaction,"High External Motivation (EM) participants exhibit attentional biases for neutral Black faces, but not happy Black faces.",d = 0.80,,50,64,78,Complete,78.0,0.95,1,J Joy Gaba,"F(1, 64) = .02",66.0,0.89,same,,mixed ANOVA,interaction,no,0.91,_2 = .00,C Eggleston,Author has responded and sent all relevant materials.,1.0,https://osf.io/wi6hv/,Master's degree or equivalent,2012.0,PhD student,High Expertise,Moderate Expertise,7.0,4.0,122.0,was of slightly lower quality than the original study,was better than the average study,Extremely similar,Slight differences in the stimuli used for the DV.,Not at all similar,Not at all similar,Somewhat challenging,Results were slightly surprising,X,1.0,No data used was pre-existing,Social,28.0,F,is,1.0,26.0,4.17,prep,0.92,0.051411614,0.051411614,,0.371775163,66.0,F,is,1.0,64.0,0.02,is,0.89,0.887981301,0.887981301,,0.017674908,,2x2x2 mixed ANOVA,2x2x2 mixed ANOVA,,1.0,0.0,1.0,26.0,64.0,0.123587161,0.0,0.0
132.0,Where do we look during potentially offensive behavior?,"JR Crosby, B Monin, D Richardson",PS,19.0,3.0,226-8,https://osf.io/b98zw/,"African Continental Ancestry Group [psychology], Association, Attention, European Continental Ancestry Group [psychology], Eye Movements, Fixation, Ocular, Humans, Interpersonal Relations, Orientation, Prejudice, Social Identification",3.0,2.0,Crosby,331.0,Agnes Scott College,Richardson,2496.0,University of Reading,Skorinko,309.0,Worcester Polytechnic Institute,Jonas,361.0,University of Amsterdam,36.0,,1.49,2.22,1.77,3.43,1.0,Social,1.0,Collected themselves,Extreme expertise required,No opportunity for researcher expectations to influence results,Extreme opportunity for lack of diligence to affect the results,3.67,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,K Jonas,7-11-2014,3/15/15,J Cohoon,1,"F(3, 69) = 5.15",25,<.005,,,mixed ANOVA,interaction,"When a White man made a potentially offensive comment in the presence of a Black man, participants would look at the Black man for a longer period of time if he could hear the comment than if he could not",__p^2 = .18,,26,32,38,Complete,32.0,0.9,4,H Fuchs,"F(1.48, 41.458) = 1.401",30.0,0.254,same,,mixed ANOVA,interaction,no,0.82,__p^2 = 0.0476,J Cohoon,,1.0,https://osf.io/3nay6/,PhD or equivalent,2002.0,Assistant Professor (or equivalent),High Expertise,High Expertise,47.0,35.0,607.0,was of slightly higher quality than the original study,was about the same as the average study,Virtually identical,"The cultural background of the participants is totally different. The original effect builds on a typical US university admission selection, highly competitive. Here we do not have such a procedure.",Moderately similar,Moderately similar,Not at all challenging,Results were exactly as anticipated,X,1.0,No data used was pre-existing,Social,25.0,F,is,3.0,69.0,5.15,<,0.005,0.002850691,0.002850691,,0.246947019,30.0,F,is,1.48,41.458,1.401,is,0.254,0.254170145,0.254170145,,0.179397898,,2x4 mixed ANOVA,2x4 ANOVA,,1.0,0.0,1.0,69.0,41.458,,0.0,
133.0,Adaptive memory The comparative value of survival processing,"JS Nairne, JN Pandeirada, SR Thompson",PS,19.0,2.0,176-80,https://osf.io/jhkpe/,"Adaptation, Physiological, Adaptation, Psychological, Humans, Memory [physiology], Survival, Vocabulary",3.0,2.0,Nairne,4482.0,Purdue University,Nairne,4482.0,Purdue University,MÙller,65.0,University of Erfurt,Renkewitz,520.0,University of Erfurt,191.0,,4.43,4.43,1.65,1.65,2.0,Cognitive,1.0,Collected themselves,Slight expertise required,No opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,2.25,3.25,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,F Renkewitz,1-1-2012,11/17/12,F Renkewitz,2,"F(1, 23) = 5.7",24,"""significant""",,,RM ANOVA,main effect,Words rated for survival relevance were recalled more often.,__p^2 = .20,,10,13,16,Complete,24.0,0.99,1,S Fiedler,"F(1, 37) = 8.08",38.0,0.007,same,,RM ANOVA,main effect,yes,0.99,__p^2 = .18,G Jahn,Power calculations assume a correlation of r = .5 between repeated measures,1.0,https://osf.io/witg3/,PhD or equivalent,2004.0,Associate Professor (or equivalent),Some Expertise,Some Expertise,11.0,25.0,609.0,was about the same quality as the original study,was slightly better than the average study,Virtually identical,none,Virtually identical,Virtually identical,Slightly challenging,Results were slightly surprising,X,1.0,No data used was pre-existing,Cognitive,24.0,F,is,1.0,23.0,5.7,significant,,0.025570456,0.025570456,,0.445652636,38.0,F,is,1.0,37.0,8.08,is,0.007,0.007242548,0.007242548,,0.423363806,,repeated within ANOVA,ANOVA,,1.0,1.0,1.0,23.0,37.0,0.462206401,1.0,1.0
134.0,Is happiness having what you want wanting what you have or both?,"JT Larsen, AR McKibban",PS,19.0,4.0,371-7,https://osf.io/5dx4v/,"Adult, Attitude, Female, Happiness, Humans, Male, Pilot Projects, Quality of Life [psychology], Questionnaires",2.0,6.0,Larsen,5016.0,Texas Tech University,Larsen,5016.0,Texas Tech University,Seibel,0.0,University of Nijmegen,Seibel,0.0,University of Nijmegen,22.0,,2.88,2.88,2.39,2.39,2.0,Social,1.0,Collected themselves,No expertise required,Slight opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,2.67,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,L Seibel,3-1-2014,12/20/14,J Cohoon,2,pr = .21,119,prep = .92,,,Partial correlation,correlation,"Having what you want and wanting what you have account for unique variance in happiness; people who had what they wanted were happier than others, even after controlling for the degree to which they wanted what they had.",pr = .21,,175,234,289,Complete,175.0,0.8,1,B Lassetter,pr = 0.497,238.0,0.001,same,2.0,Partial correlation,correlation,yes,0.9,pr = 0.497,D Williams,,1.0,https://osf.io/qewvf/,Master's degree or equivalent,2013.0,Master's student,Some Expertise,Some Expertise,0.0,0.0,0.0,was about the same quality as the original study,was about the same as the average study,Extremely similar,"The population of the replication study consists of Dutch students while in the original study by Larsen and McKibban (2008) the population consisted of U.S undergraduates from a technical university. This could lead to differences in the Have/Want Survey. Indeed, our pilot study indicated that our sample named much more accomplishments and skills compared to the original U.S. sample, which named mostly material possessions. Thus, compared to the original Have/Want Survey, our Have/Want survey is much more balanced and includes accomplishments, skills, and interpersonal relationships. In the original study, paper and pencil questionnaires were distributed among the students in a class setting (between 5 and 30 students). The current study, however, distributed the questionnaires online. The original authors approved this change in procedure.",Extremely similar,Very similar,Not at all challenging,Results were exactly as anticipated,X,1.0,No data used was pre-existing,Psychopathology,119.0,t,is,1.0,115.0,2.303,prep,0.023,,0.023,,0.20996855,238.0,t,is,1.0,234.0,8.836,is,1e-06,2.41e-16,2.41e-16,,0.500179963,,Partial correlation,Partial correlations,,1.0,1.0,0.0,115.0,234.0,0.439026022,0.0,1.0
135.0,Implicit attitude generalization occurs immediately; explicit attitude generalization takes time,"KA Ranganath, BA Nosek",PS,19.0,3.0,249-54,https://osf.io/2gkjt/,"Adult, Association, Attitude, Decision Making, Feedback, Psychological, Female, Generalization, Response, Humans, Individuality, Interpersonal Relations, Judgment, Male, Mental Recall, Middle Aged, Personality Inventory, Social Behavior, Social Identification",2.0,1.0,Ranganath,800.0,University of Virginia,Nosek,16030.0,University of Virginia,Cohn,1875.0,"University of California, San Fransisco",Cohn,1875.0,"University of California, San Fransisco",65.0,,4.36,4.36,3.81,3.81,1.0,Social,1.0,Collected themselves,Moderate expertise required,Slight opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,3.67,4.67,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,M Cohn,11/14/12,1-8-2015,J Cohoon,1,t(562) = -0.11,564,prep = .18,,,t-test,main effect,"""Participants were unable to prevent the information about the original individuals from influencing their implicit responses toward the new individuals. They automatically and immediately treated the individual group members as if they were interchangeable.""",d = -.004,,1644,2203,2722,Complete,2722.0,0.95,1,J Axt,t(3511.1) = -6.31,3597.0,0,same,2.0,t-test,main effect,no,0.99,d=.21,E Cremata,"uses usable n according to a priori inclusion rules, not total n recruited; also see notes below for info on post hoc exclusions",1.0,https://osf.io/m4xp8/,PhD or equivalent,2008.0,Post-doc or Research Scientist,Slight Expertise,Some Expertise,13.0,5.0,1875.0,was about the same quality as the original study,was worse than the average study,Extremely similar,I had to write a large amount of code for the Project Implicit platform without being familiar with it or having access to some critical documentation. There may have been errors introduced.,Moderately similar,Moderately similar,Very challenging,Results were somewhat surprising,X,1.0,No data used was pre-existing,Social,684.0,t,is,1.0,562.0,-0.11,prep,0.18,0.912448643,0.912448643,,0.00464002,3597.0,t,is,1.0,3511.1,-6.31,is,0.0,3.14e-10,3.14e-10,,0.105891025,,independent samples t-test,Welch's t-test,,0.0,1.0,0.0,562.0,3511.1,0.092282138,0.0,1.0
139.0,Auditory change detection simple sounds are not memorized better than complex sounds,"L Demany, W Trost, M Serman, C Semal",PS,19.0,1.0,85-91,https://osf.io/ta3j8/,"Attention, Humans, Judgment, Mental Recall, Music, Pitch Perception, Psychoacoustics, Reaction Time, Sound Spectrography",4.0,2.0,Demany,1611.0,University of Bordeaux,Demany,1611.0,University of Bordeaux,Snyder,1339.0,"University of Nevada, Las Vegas",Snyder,1339.0,"University of Nevada, Las Vegas",27.0,,1.98,1.98,2.47,2.47,5.0,Cognitive,1.0,Collected themselves,Strong expertise required,Slight opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,4.0,3.5,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,J Snyder,7/22/14,2-1-2015,M Kidwell,5,"F(3, 9) = 8.5",4,0.005,,,ANOVA,main effect,"Mechanisms of change detection are dissimilar in vision and audition; specifically, auditory memory makes change detection easier in audition than in vision.",_^2 = .74,,3,3,5,Complete,5.0,0.99,1,M Brandt,"F(3,12)= 13.06",5.0,0,same,1.0,RM ANOVA,main effect,yes,0.95,__p^2 = .76,L Cramblet Alvarez,,1.0,https://osf.io/dw4xu/,PhD or equivalent,2003.0,Associate Professor (or equivalent),High Expertise,High Expertise,40.0,36.0,1322.0,was about the same quality as the original study,was about the same as the average study,Extremely similar,It's possible there was a little more background noise in the replication study due to using a single-walled sound booth instead of a double-walled booth.,Extremely similar,Extremely similar,Moderately challenging,Results were slightly surprising,X,1.0,No data used was pre-existing,Cognitive,4.0,F,is,3.0,9.0,8.5,is,0.005,0.005425227,0.002712614,,0.496363588,5.0,F,is,3.0,12.0,13.06,is,0.0,0.000435464,0.000217732,,0.505151268,,ANOVA,"Two way repeated measures ANOVA, with ISI [0, 250,750, 2000] and N [1, 2, 4, 7] as factors",,1.0,1.0,0.0,9.0,12.0,,1.0,
140.0,Keeping ones distance The influence of spatial distance cues on affect and evaluation,"LE Williams, JA Bargh",PS,19.0,3.0,302-8,https://osf.io/vnsqg/,"Adult, Affect, Cues, Culture, Dangerous Behavior, Energy Intake, Female, Food Habits [psychology], Humans, Judgment, Male, Object Attachment, Personal Space, Reading, Self-Assessment, Social Facilitation, Social Perception, Violence [psychology]",2.0,3.0,Williams,1465.0,Yale University,Bargh,45986.0,Yale University,Joy-Gaba,255.0,Virginia Commonwealth University,Joy-Gaba,255.0,Virginia Commonwealth University,219.0,658.0,6.56,6.56,2.38,2.38,4.0,Social,1.0,Collected themselves,Slight expertise required,Slight opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,4.6,3.6,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,J Joy Gaba,1-1-2012,6/15/12,Russ Clay,4,"F(2, 81) = 4.97",84,prep = .95,,,ANOVA,main effect,A distance prime can influence perceptions of closeness toward oneÍs family members and hometown.,__p^2 =.11,,84,108,129,Complete,129.0,0.95,see notes,K Ratliff,"F(2,122) = 0.24",125.0,0.787,same,,ANOVA,main effect,no,0.95,__p^2=.03,K Ratliff,Data had already been collected when requirement to get original authors assessment was added.,1.0,https://osf.io/85bnh/,PhD or equivalent,2011.0,Assistant Professor (or equivalent),Slight Expertise,Some Expertise,12.0,8.0,247.0,was about the same quality as the original study,was about the same as the average study,Virtually identical,none,Somewhat similar,Somewhat similar,Not at all challenging,Results were exactly as anticipated,X,1.0,No data used was pre-existing,Social,84.0,F,is,2.0,81.0,4.97,prep,0.95,0.009205933,0.009205933,,0.233776428,125.0,F,is,2.0,122.0,0.24,is,0.787,0.786998369,0.786998369,,0.044266281,,ANOVA,ANOVA,,1.0,0.0,1.0,81.0,122.0,,0.0,
142.0,Hedonic and instrumental motives in anger regulation,"M Tamir, C Mitchell, JJ Gross",PS,19.0,4.0,324-8,https://osf.io/k4y9i/,"Adult, Affect, Anger, Humans, Leisure Activities, Male, Motivation, Music, Social Control, Informal",3.0,1.0,Tamir,2114.0,Boston College,Gross,45085.0,Stanford University,Masicampo,983.0,Wake Forest University,Masicampo,983.0,Wake Forest University,138.0,641.0,3.98,6.54,3.08,3.08,1.0,Social,1.0,Collected themselves,Slight expertise required,No opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,1.5,2.5,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,E Masicampo,7/17/14,3-3-2015,M Kidwell,1,"F(2, 162) = 192.89",82,<.001,,,RM ANOVA,interaction,ñPreferences for anger-inducing activities were higher than preferences for exciting and neutral activities when participants anticipated playing confrontational games.î,X,,X,X,7,Complete,82.0,0.99,1,A Laique,"F(2, 174) = 252.83",88.0,< .0001,same,,RM ANOVA,interaction,yes,0.99,_2 = .744,M Kidwell,,1.0,https://osf.io/mwgub/,PhD or equivalent,2010.0,Assistant Professor (or equivalent),High Expertise,Slight Expertise,28.0,16.0,976.0,was about the same quality as the original study,was about the same as the average study,Virtually identical,The video games that were used in the original study are rather old now and are probably not as fun or engaging for participants.,Extremely similar,Extremely similar,Slightly challenging,Results were exactly as anticipated,X,1.0,No data used was pre-existing,Social,82.0,F,is,2.0,162.0,192.89,<,0.001,1.39e-43,1.39e-43,,0.593405778,88.0,F,is,2.0,174.0,252.83,<,0.0001,3.300000000000001e-52,3.300000000000001e-52,,0.609913782,,RMANOVA,Repeated measures ANOVA,,1.0,1.0,0.0,162.0,174.0,,1.0,
143.0,Creating social connection through inferential reproduction Loneliness and perceived agency in gadgets gods and greyhounds,"N Epley, S Akalis, A Waytz, JT Cacioppo",PS,19.0,2.0,114-20,https://osf.io/yuybh/,"Adult, Female, Humans, Interpersonal Relations, Loneliness, Male, Motivation, Object Attachment, Questionnaires, Religion and Psychology, Social Behavior",4.0,2.0,Epley,5920.0,University of Chicago,Cacioppo,86172.0,University of Chicago,Sandstrom,98.0,University of Cambridge,Dunn,2531.0,University of British Columbia,185.0,899.0,4.71,4.71,5.73,3.67,3.0,Social,1.0,Collected themselves,Moderate expertise required,Moderate opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,3.4,2.8,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,G Sandstrom,1-1-2012,7/28/12,G Sandstrom,3,"F(4, 108) = 3.67",57,0.01,,,mixed ANOVA,interaction,"People who were feeling socially disconnected attempted to restore feelings of belonging by demonstrating more beliefs in supernatural agents and events, and by attributing more social traits to pets",_^2 =.12,,51,66,81,Complete,81.0,0.95,1,K Lemm,"F(4, 150) = .58",78.0,0.68,same,,mixed ANOVA,interaction,no,0.95,__p^2 = .02,K Lemm,Power calculations assume a correlation of r = .5 between repeated measures; Data had already been collected when requirement to get original authors assessment was added.,1.0,https://osf.io/utcr3/,PhD or equivalent,2004.0,Associate Professor (or equivalent),High Expertise,High Expertise,61.0,41.0,,was about the same quality as the original study,was about the same as the average study,Extremely similar,"One difference from the original study is that the current participants wore headphones while watching the movie, while the original participants heard the sound through high quality speakers; this may result in differences in the intensity of emotional responses to the movie. Further, participants in the current study saw four inkblot drawings on each page, instead of one per page; this may lead participants to compare the images presented on the same page, thus possibly detecting more faces. These deviations from the original study are not expected to significantly affect the results.",Slightly similar,Somewhat similar,Not at all challenging,Results were extremely surprising,X,1.0,No data used was pre-existing,Social,57.0,F,is,4.0,108.0,3.67,is,0.01,0.007654847,0.007654847,,0.172960188,78.0,F,is,4.0,150.0,0.58,is,0.68,0.677581223,0.677581223,,0.061707156,,3x3 mixed ANOVA,3x3 ANOVA,,1.0,0.0,1.0,108.0,150.0,,0.0,
